Row ID,Order ID,Order Date,Region,Category,Sub-Category,Product ID,Product Name,Sales,Quantity,Discount,Profit
12640,IN-2022-112640,07-06-2022,West,Office Supplies,Art,Off-Ar-10002,Faber-Castell Crayons,86.33,1,0.1,8.25
12641,IN-2021-112641,11-01-2021,Central,Furniture,Tables,Fur-Ta-10003,Supreme Computer Table,15702.88,2,0.0,1479.19
12642,IN-2019-112642,31-12-2019,West,Furniture,Tables,Fur-Ta-10003,Supreme Computer Table,25575.9,4,0.1,1930.48
12643,IN-2020-112643,03-08-2020,South,Technology,Phones,Tec-Ph-10004,Realme Narzo,61521.72,4,0.0,13783.47
12644,IN-2020-112644,03-09-2020,West,Technology,Accessories,Tec-Ac-10002,Logitech Wireless Mouse,1525.1,2,0.0,280.1
12645,IN-2020-112645,14-05-2020,West,Office Supplies,Fasteners,Off-Fa-10002,Oddy Paper Clips,80.76,2,0.0,24.89
12646,IN-2023-112646,30-03-2023,Central,Office Supplies,Binders,Off-Bi-10002,Kangaroo File Binder,685.11,5,0.0,185.61
12647,IN-2021-112647,21-04-2021,West,Office Supplies,Fasteners,Off-Fa-10004,Solo Rubber Bands,185.81,5,0.0,45.82
12648,IN-2019-112648,16-02-2019,Central,Furniture,Furnishings,Fur-Fu-10004,Raymond Cushions,3558.57,4,0.3,-508.17
12649,IN-2023-112649,21-01-2023,Central,Furniture,Bookcases,Fur-Bo-10003,Supreme Storage Rack,25483.68,3,0.1,-114.33
12650,IN-2019-112650,19-09-2019,South,Office Supplies,Paper,Off-Pa-10002,JK Copier A4 Paper,264.68,1,0.0,52.41
12651,IN-2019-112651,06-01-2019,South,Office Supplies,Appliances,Off-Ap-10004,Philips Hair Dryer,7020.96,4,0.2,724.15
12652,IN-2021-112652,17-01-2021,West,Office Supplies,Storage,Off-St-10002,Nilkamal Plastic Cabinet,766.33,1,0.0,224.08
12653,IN-2020-112653,26-05-2020,East,Furniture,Chairs,Fur-Ch-10001,Godrej Ergonomic Chair,7699.6,2,0.1,298.66
12654,IN-2022-112654,06-12-2022,West,Furniture,Chairs,Fur-Ch-10001,Godrej Ergonomic Chair,4143.1,1,0.0,427.14
12655,IN-2019-112655,23-07-2019,Central,Furniture,Tables,Fur-Ta-10002,Nilkamal Study Table,67791.99,10,0.0,8843.12
12656,IN-2023-112656,07-09-2023,South,Furniture,Bookcases,Fur-Bo-10002,Nilkamal Book Shelf,7830.09,1,0.2,1.7
12657,IN-2019-112657,16-07-2019,Central,Office Supplies,Storage,Off-St-10002,Nilkamal Plastic Cabinet,719.59,1,0.1,126.18
12658,IN-2021-112658,11-02-2021,East,Technology,Copiers,Tec-Co-10001,Canon Pixma Printer,40385.4,4,0.1,6311.88
12659,IN-2020-112659,03-12-2020,East,Furniture,Chairs,Fur-Ch-10003,Nilkamal Plastic Chair,14263.07,3,0.0,888.05
12660,IN-2019-112660,11-05-2019,East,Furniture,Bookcases,Fur-Bo-10001,Godrej Steel Almirah,17919.68,2,0.0,1386.54
12661,IN-2020-112661,03-12-2020,East,Office Supplies,Supplies,Off-Su-10004,Deluxe Ruler,363.11,3,0.0,76.86
12662,IN-2020-112662,23-11-2020,Central,Technology,Phones,Tec-Ph-10003,Samsung Galaxy M34,59234.14,4,0.1,4766.17
12663,IN-2020-112663,21-12-2020,South,Technology,Machines,Tec-Ma-10004,Barcode Scanner,18108.06,2,0.0,2250.13
12664,IN-2022-112664,10-04-2022,Central,Office Supplies,Appliances,Off-Ap-10001,Bajaj Electric Kettle,4097.4,2,0.0,1146.74
12665,IN-2019-112665,13-12-2019,East,Technology,Copiers,Tec-Co-10002,HP Laserjet Printer,12371.17,1,0.0,2153.35
12666,IN-2021-112666,28-02-2021,East,Office Supplies,Art,Off-Ar-10004,Pidilite Fevicol,91.48,1,0.0,24.15
12667,IN-2022-112667,16-06-2022,Central,Technology,Machines,Tec-Ma-10002,Paper Shredding Machine,17270.86,3,0.3,-584.31
12668,IN-2021-112668,16-08-2021,Central,Furniture,Bookcases,Fur-Bo-10003,Supreme Storage Rack,9331.71,1,0.0,521.35
12669,IN-2022-112669,21-12-2022,Central,Technology,Phones,Tec-Ph-10001,OnePlus Nord,22147.2,3,0.5,-7613.94
12670,IN-2019-112670,06-03-2019,East,Technology,Machines,Tec-Ma-10004,Barcode Scanner,8918.01,1,0.0,1021.76
12671,IN-2023-112671,16-08-2023,West,Office Supplies,Supplies,Off-Su-10003,Oddy Cutter,330.75,3,0.0,65.41
12672,IN-2020-112672,31-08-2020,East,Furniture,Chairs,Fur-Ch-10003,Nilkamal Plastic Chair,9201.16,2,0.0,1284.05
12673,IN-2022-112673,28-01-2022,East,Furniture,Chairs,Fur-Ch-10004,Supreme Plastic Chair,15266.14,4,0.1,1095.78
12674,IN-2020-112674,14-05-2020,Central,Office Supplies,Art,Off-Ar-10001,Cello Colour Bombs,149.47,2,0.2,17.36
12675,IN-2021-112675,19-04-2021,Central,Technology,Phones,Tec-Ph-10004,Realme Narzo,15106.49,1,0.0,2359.55
12676,IN-2023-112676,07-05-2023,South,Office Supplies,Art,Off-Ar-10001,Cello Colour Bombs,108.74,1,0.0,32.25
12677,IN-2021-112677,28-09-2021,South,Office Supplies,Envelopes,Off-En-10004,Deluxe Courier Envelope,73.12,2,0.5,-11.77
12678,IN-2020-112678,01-01-2020,South,Furniture,Tables,Fur-Ta-10001,Godrej Executive Table,32808.3,4,0.0,2596.11
12679,IN-2020-112679,27-07-2020,West,Furniture,Furnishings,Fur-Fu-10001,Bombay Dyeing Bed Sheet,2634.62,2,0.0,272.98
12680,IN-2022-112680,17-11-2022,West,Office Supplies,Labels,Off-La-10001,Oddy Self Adhesive Labels,45.99,1,0.1,9.08
12681,IN-2022-112681,25-09-2022,West,Office Supplies,Paper,Off-Pa-10003,BILT Copy Power Paper,238.7,1,0.0,38.07
12682,IN-2023-112682,30-08-2023,East,Technology,Machines,Tec-Ma-10002,Paper Shredding Machine,14729.9,2,0.2,1438.02
12683,IN-2019-112683,17-06-2019,Central,Furniture,Chairs,Fur-Ch-10004,Supreme Plastic Chair,19227.49,5,0.2,-84.99
12684,IN-2023-112684,21-08-2023,South,Technology,Phones,Tec-Ph-10003,Samsung Galaxy M34,13974.97,1,0.0,3028.39
12685,IN-2019-112685,05-09-2019,West,Office Supplies,Fasteners,Off-Fa-10002,Oddy Paper Clips,98.86,3,0.2,8.32
12686,IN-2023-112686,18-03-2023,South,Furniture,Bookcases,Fur-Bo-10004,Bluewud Book Case,9119.3,1,0.0,1350.55
12687,IN-2023-112687,18-04-2023,Central,Office Supplies,Binders,Off-Bi-10004,Oddy Ring Binder,232.07,3,0.5,-51.36
12688,IN-2020-112688,01-08-2020,South,Furniture,Chairs,Fur-Ch-10004,Supreme Plastic Chair,4052.03,1,0.0,386.23
12689,IN-2022-112689,10-12-2022,East,Office Supplies,Envelopes,Off-En-10002,Kangaroo Paper Envelope,163.95,2,0.0,26.25
12690,IN-2021-112690,10-07-2021,Central,Technology,Copiers,Tec-Co-10004,Brother Monochrome Printer,11175.3,1,0.0,1584.17
12691,IN-2022-112691,25-05-2022,Central,Furniture,Bookcases,Fur-Bo-10002,Nilkamal Book Shelf,16811.31,2,0.0,1456.97
12692,IN-2021-112692,17-09-2021,West,Office Supplies,Appliances,Off-Ap-10003,Havells Induction Cooktop,3974.51,2,0.0,920.32
12693,IN-2022-112693,15-02-2022,South,Furniture,Tables,Fur-Ta-10001,Godrej Executive Table,73376.98,10,0.0,5877.32
12694,IN-2022-112694,10-03-2022,Central,Technology,Accessories,Tec-Ac-10004,Mi Power Bank 10000mAh,7715.3,10,0.0,1238.52
12695,IN-2022-112695,23-10-2022,West,Furniture,Tables,Fur-Ta-10004,DeckUp Engineered Wood Table,7071.08,1,0.0,612.18
12696,IN-2021-112696,24-04-2021,East,Furniture,Tables,Fur-Ta-10004,DeckUp Engineered Wood Table,11950.33,2,0.2,-144.69
12697,IN-2021-112697,30-07-2021,West,Office Supplies,Binders,Off-Bi-10003,Deluxe Lever Arch File,142.7,1,0.0,34.94
12698,IN-2023-112698,06-04-2023,South,Furniture,Tables,Fur-Ta-10001,Godrej Executive Table,12090.2,2,0.2,-138.77
12699,IN-2022-112699,07-02-2022,West,Office Supplies,Fasteners,Off-Fa-10004,Solo Rubber Bands,212.63,5,0.0,66.68
12700,IN-2020-112700,05-10-2020,East,Technology,Phones,Tec-Ph-10002,Redmi Note 12,14937.6,1,0.0,3086.38
12701,IN-2021-112701,30-07-2021,East,Office Supplies,Supplies,Off-Su-10002,Kangaroo Paper Punch,593.65,5,0.0,111.42
12702,IN-2021-112702,07-11-2021,East,Technology,Accessories,Tec-Ac-10003,Zebronics Keyboard,1494.67,2,0.0,252.73
12703,IN-2021-112703,08-04-2021,South,Technology,Machines,Tec-Ma-10001,Lamination Machine,8166.26,1,0.0,1095.26
12704,IN-2020-112704,08-09-2020,East,Furniture,Chairs,Fur-Ch-10003,Nilkamal Plastic Chair,4882.97,1,0.0,507.21
12705,IN-2020-112705,01-08-2020,East,Technology,Machines,Tec-Ma-10002,Paper Shredding Machine,8999.59,1,0.0,1942.4
12706,IN-2020-112706,03-12-2020,Central,Furniture,Tables,Fur-Ta-10002,Nilkamal Study Table,7778.0,1,0.0,1160.06
12707,IN-2020-112707,19-12-2020,East,Technology,Phones,Tec-Ph-10004,Realme Narzo,29634.66,2,0.0,3570.98
12708,IN-2022-112708,12-01-2022,Central,Furniture,Chairs,Fur-Ch-10003,Nilkamal Plastic Chair,9189.84,2,0.0,1348.25
12709,IN-2019-112709,26-05-2019,Central,Technology,Phones,Tec-Ph-10002,Redmi Note 12,21029.77,2,0.3,60.36
12710,IN-2020-112710,16-06-2020,Central,Office Supplies,Art,Off-Ar-10003,Camel Acrylic Paint,104.4,1,0.0,29.09
12711,IN-2023-112711,28-01-2023,South,Office Supplies,Binders,Off-Bi-10002,Kangaroo File Binder,288.11,2,0.1,77.54
12712,IN-2023-112712,14-02-2023,Central,Office Supplies,Envelopes,Off-En-10004,Deluxe Courier Envelope,157.27,2,0.0,54.33
12713,IN-2020-112713,26-10-2020,Central,Technology,Accessories,Tec-Ac-10003,Zebronics Keyboard,1710.75,2,0.0,233.01
12714,IN-2019-112714,14-01-2019,South,Technology,Machines,Tec-Ma-10001,Lamination Machine,26521.11,3,0.0,5764.13
12715,IN-2022-112715,09-05-2022,Central,Furniture,Chairs,Fur-Ch-10001,Godrej Ergonomic Chair,3717.82,1,0.1,31.84
12716,IN-2019-112716,03-08-2019,West,Technology,Copiers,Tec-Co-10002,HP Laserjet Printer,23776.72,2,0.0,2596.47
12717,IN-2023-112717,08-11-2023,Central,Office Supplies,Paper,Off-Pa-10004,TNPL Copier Paper,268.12,2,0.5,-84.26
12718,IN-2020-112718,04-06-2020,South,Technology,Phones,Tec-Ph-10001,OnePlus Nord,28150.27,2,0.1,3891.75
12719,IN-2021-112719,01-01-2021,East,Office Supplies,Art,Off-Ar-10004,Pidilite Fevicol,97.06,1,0.0,25.05
12720,IN-2019-112720,21-12-2019,Central,Technology,Accessories,Tec-Ac-10003,Zebronics Keyboard,2549.65,3,0.0,454.7
12721,IN-2020-112721,10-01-2020,East,Technology,Phones,Tec-Ph-10001,OnePlus Nord,15588.86,1,0.0,3228.9
12722,IN-2021-112722,19-08-2021,Central,Office Supplies,Storage,Off-St-10002,Nilkamal Plastic Cabinet,811.42,1,0.0,160.21
12723,IN-2022-112723,01-08-2022,South,Technology,Machines,Tec-Ma-10004,Barcode Scanner,7706.47,1,0.0,1305.58
12724,IN-2022-112724,25-04-2022,East,Office Supplies,Labels,Off-La-10004,Kangaroo Sticker Labels,95.09,2,0.0,29.03
12725,IN-2023-112725,03-09-2023,Central,Office Supplies,Labels,Off-La-10001,Oddy Self Adhesive Labels,84.16,2,0.2,10.45
12726,IN-2020-112726,18-10-2020,South,Office Supplies,Art,Off-Ar-10001,Cello Colour Bombs,203.33,2,0.0,60.92
12727,IN-2019-112727,25-01-2019,East,Furniture,Tables,Fur-Ta-10002,Nilkamal Study Table,7135.79,1,0.0,904.04
12728,IN-2022-112728,12-08-2022,West,Office Supplies,Labels,Off-La-10002,Solo Label Sheets,156.31,3,0.0,25.35
12729,IN-2023-112729,20-05-2023,Central,Technology,Machines,Tec-Ma-10003,Spiral Binding Machine,16677.84,2,0.1,1245.28
12730,IN-2023-112730,10-08-2023,West,Technology,Phones,Tec-Ph-10002,Redmi Note 12,15275.21,1,0.0,3455.82
12731,IN-2021-112731,12-07-2021,Central,Office Supplies,Labels,Off-La-10004,Kangaroo Sticker Labels,138.7,3,0.1,38.54
12732,IN-2020-112732,05-04-2020,East,Technology,Accessories,Tec-Ac-10003,Zebronics Keyboard,762.45,1,0.0,87.86
12733,IN-2019-112733,30-07-2019,West,Furniture,Furnishings,Fur-Fu-10001,Bombay Dyeing Bed Sheet,1572.82,2,0.3,-167.8
12734,IN-2019-112734,21-08-2019,East,Technology,Machines,Tec-Ma-10001,Lamination Machine,11454.73,2,0.3,335.19
12735,IN-2019-112735,18-05-2019,West,Furniture,Furnishings,Fur-Fu-10001,Bombay Dyeing Bed Sheet,5041.14,4,0.0,424.03
12736,IN-2020-112736,21-10-2020,South,Office Supplies,Appliances,Off-Ap-10004,Philips Hair Dryer,2195.13,1,0.0,381.11
12737,IN-2023-112737,28-06-2023,East,Office Supplies,Fasteners,Off-Fa-10002,Oddy Paper Clips,113.72,3,0.1,18.17
12738,IN-2020-112738,09-02-2020,West,Office Supplies,Labels,Off-La-10002,Solo Label Sheets,92.41,2,0.0,29.7
12739,IN-2021-112739,10-01-2021,Central,Furniture,Furnishings,Fur-Fu-10002,D'Decor Curtains,6440.63,5,0.0,352.22
12740,IN-2019-112740,27-08-2019,East,Office Supplies,Paper,Off-Pa-10001,Century Star A4 Paper,904.77,4,0.0,139.91
12741,IN-2020-112741,02-12-2020,East,Office Supplies,Envelopes,Off-En-10003,Oddy Window Envelope,75.79,1,0.0,24.34
12742,IN-2019-112742,14-12-2019,West,Technology,Phones,Tec-Ph-10003,Samsung Galaxy M34,36471.89,3,0.2,3426.86
12743,IN-2020-112743,23-05-2020,East,Furniture,Furnishings,Fur-Fu-10004,Raymond Cushions,2169.97,2,0.0,309.34
12744,IN-2019-112744,03-02-2019,Central,Technology,Copiers,Tec-Co-10003,Epson EcoTank Printer,25631.78,2,0.0,6404.25
12745,IN-2019-112745,18-12-2019,West,Furniture,Furnishings,Fur-Fu-10003,Welspun Towel,3839.51,3,0.0,305.64
12746,IN-2021-112746,21-06-2021,West,Furniture,Bookcases,Fur-Bo-10003,Supreme Storage Rack,18437.42,2,0.0,2644.9
12747,IN-2020-112747,09-08-2020,South,Technology,Machines,Tec-Ma-10002,Paper Shredding Machine,7868.96,1,0.0,1756.93
12748,IN-2023-112748,22-07-2023,West,Furniture,Tables,Fur-Ta-10001,Godrej Executive Table,10839.17,2,0.2,124.2
12749,IN-2020-112749,15-05-2020,South,Technology,Machines,Tec-Ma-10001,Lamination Machine,18157.86,2,0.0,3199.08
12750,IN-2022-112750,02-07-2022,East,Furniture,Bookcases,Fur-Bo-10001,Godrej Steel Almirah,17718.59,2,0.1,787.74
12751,IN-2021-112751,02-05-2021,Central,Office Supplies,Envelopes,Off-En-10003,Oddy Window Envelope,145.93,2,0.0,50.54
12752,IN-2019-112752,28-10-2019,Central,Technology,Phones,Tec-Ph-10004,Realme Narzo,12508.37,1,0.2,1458.91
12753,IN-2019-112753,28-11-2019,East,Office Supplies,Supplies,Off-Su-10001,Solo Scissors,551.71,5,0.1,118.55
12754,IN-2019-112754,26-01-2019,East,Office Supplies,Paper,Off-Pa-10004,TNPL Copier Paper,695.8,3,0.0,216.78
12755,IN-2022-112755,14-11-2022,West,Technology,Phones,Tec-Ph-10003,Samsung Galaxy M34,14770.95,1,0.0,1596.31
12756,IN-2022-112756,14-02-2022,South,Technology,Copiers,Tec-Co-10004,Brother Monochrome Printer,11814.22,1,0.0,2894.13
12757,IN-2021-112757,30-10-2021,South,Office Supplies,Appliances,Off-Ap-10002,Usha Dry Iron,1921.46,1,0.1,488.01
12758,IN-2023-112758,20-03-2023,East,Technology,Machines,Tec-Ma-10001,Lamination Machine,9277.65,1,0.0,1565.07
12759,IN-2021-112759,05-10-2021,South,Technology,Accessories,Tec-Ac-10002,Logitech Wireless Mouse,2586.42,3,0.0,417.98
12760,IN-2023-112760,11-10-2023,East,Technology,Copiers,Tec-Co-10002,HP Laserjet Printer,19499.21,2,0.2,-130.06
12761,IN-2020-112761,16-05-2020,Central,Office Supplies,Labels,Off-La-10002,Solo Label Sheets,153.54,4,0.2,27.14
12762,IN-2019-112762,10-09-2019,Central,Furniture,Furnishings,Fur-Fu-10001,Bombay Dyeing Bed Sheet,1065.61,1,0.1,48.67
12763,IN-2023-112763,05-08-2023,West,Furniture,Bookcases,Fur-Bo-10001,Godrej Steel Almirah,18581.13,2,0.0,2515.82
12764,IN-2019-112764,19-08-2019,East,Technology,Accessories,Tec-Ac-10002,Logitech Wireless Mouse,846.33,1,0.0,162.55
12765,IN-2019-112765,07-06-2019,South,Technology,Copiers,Tec-Co-10002,HP Laserjet Printer,23422.17,2,0.0,5106.89
12766,IN-2021-112766,27-04-2021,South,Office Supplies,Labels,Off-La-10001,Oddy Self Adhesive Labels,47.31,1,0.0,13.08
12767,IN-2023-112767,28-07-2023,Central,Furniture,Furnishings,Fur-Fu-10004,Raymond Cushions,1092.0,1,0.0,161.02
12768,IN-2023-112768,10-06-2023,Central,Technology,Phones,Tec-Ph-10003,Samsung Galaxy M34,32592.68,2,0.0,3357.18
12769,IN-2021-112769,01-05-2021,West,Technology,Accessories,Tec-Ac-10003,Zebronics Keyboard,3379.36,4,0.0,383.3
12770,IN-2023-112770,06-08-2023,South,Furniture,Furnishings,Fur-Fu-10002,D'Decor Curtains,5550.94,5,0.0,370.22
12771,IN-2021-112771,24-04-2021,Central,Furniture,Chairs,Fur-Ch-10002,Featherlite Mesh Chair,8528.72,2,0.0,1010.48
12772,IN-2019-112772,10-05-2019,South,Office Supplies,Binders,Off-Bi-10004,Oddy Ring Binder,145.22,1,0.0,32.22
12773,IN-2020-112773,09-08-2020,East,Furniture,Furnishings,Fur-Fu-10001,Bombay Dyeing Bed Sheet,2234.7,2,0.0,293.29
12774,IN-2023-112774,15-08-2023,Central,Technology,Phones,Tec-Ph-10001,OnePlus Nord,14087.5,1,0.0,2630.2
12775,IN-2021-112775,06-01-2021,East,Furniture,Tables,Fur-Ta-10002,Nilkamal Study Table,21002.91,3,0.1,635.13
12776,IN-2020-112776,01-12-2020,East,Furniture,Furnishings,Fur-Fu-10002,D'Decor Curtains,1160.35,1,0.0,127.8
12777,IN-2023-112777,14-03-2023,West,Office Supplies,Paper,Off-Pa-10002,JK Copier A4 Paper,1372.81,5,0.0,267.56
12778,IN-2020-112778,21-07-2020,South,Office Supplies,Art,Off-Ar-10001,Cello Colour Bombs,387.34,5,0.2,52.95
12779,IN-2022-112779,31-10-2022,West,Office Supplies,Binders,Off-Bi-10002,Kangaroo File Binder,284.66,2,0.0,56.05
12780,IN-2019-112780,22-11-2019,East,Office Supplies,Envelopes,Off-En-10003,Oddy Window Envelope,77.61,1,0.0,19.5
12781,IN-2021-112781,15-04-2021,Central,Furniture,Furnishings,Fur-Fu-10002,D'Decor Curtains,1287.06,1,0.0,148.96
12782,IN-2020-112782,05-06-2020,South,Technology,Phones,Tec-Ph-10002,Redmi Note 12,15798.23,1,0.0,3539.38
12783,IN-2019-112783,21-02-2019,Central,Office Supplies,Art,Off-Ar-10004,Pidilite Fevicol,301.8,4,0.3,-10.57
12784,IN-2019-112784,03-03-2019,West,Technology,Accessories,Tec-Ac-10001,SanDisk 64GB Pendrive,1588.67,2,0.0,251.47
12785,IN-2019-112785,28-05-2019,South,Office Supplies,Supplies,Off-Su-10003,Oddy Cutter,357.35,3,0.0,122.4
12786,IN-2020-112786,29-06-2020,Central,Technology,Phones,Tec-Ph-10001,OnePlus Nord,13835.76,1,0.0,1755.41
12787,IN-2019-112787,16-04-2019,South,Technology,Phones,Tec-Ph-10001,OnePlus Nord,21889.51,2,0.3,-1396.81
12788,IN-2022-112788,20-03-2022,West,Technology,Accessories,Tec-Ac-10003,Zebronics Keyboard,875.2,1,0.0,199.8
12789,IN-2020-112789,26-02-2020,West,Office Supplies,Paper,Off-Pa-10001,Century Star A4 Paper,611.39,3,0.1,165.51
12790,IN-2022-112790,02-04-2022,South,Furniture,Furnishings,Fur-Fu-10001,Bombay Dyeing Bed Sheet,1210.53,1,0.0,117.53
12791,IN-2020-112791,23-11-2020,West,Technology,Phones,Tec-Ph-10004,Realme Narzo,10996.15,1,0.2,290.86
12792,IN-2019-112792,31-03-2019,East,Furniture,Bookcases,Fur-Bo-10001,Godrej Steel Almirah,9058.04,1,0.0,636.33
12793,IN-2019-112793,09-11-2019,West,Technology,Phones,Tec-Ph-10001,OnePlus Nord,27618.18,2,0.0,5040.74
12794,IN-2020-112794,06-07-2020,West,Furniture,Furnishings,Fur-Fu-10004,Raymond Cushions,2590.45,2,0.0,300.26
12795,IN-2022-112795,28-01-2022,South,Office Supplies,Art,Off-Ar-10004,Pidilite Fevicol,200.97,2,0.0,40.34
12796,IN-2023-112796,30-10-2023,Central,Technology,Copiers,Tec-Co-10001,Canon Pixma Printer,11220.21,1,0.0,1363.97
12797,IN-2019-112797,21-02-2019,South,Office Supplies,Fasteners,Off-Fa-10003,Deluxe Binder Clips,73.98,2,0.0,14.21
12798,IN-2023-112798,20-11-2023,South,Office Supplies,Paper,Off-Pa-10002,JK Copier A4 Paper,256.51,1,0.0,86.8
12799,IN-2022-112799,12-08-2022,South,Furniture,Tables,Fur-Ta-10003,Supreme Computer Table,30986.39,4,0.0,2480.41
12800,IN-2023-112800,02-11-2023,West,Furniture,Bookcases,Fur-Bo-10002,Nilkamal Book Shelf,19778.82,2,0.0,1348.25
12801,IN-2019-112801,19-11-2019,West,Technology,Phones,Tec-Ph-10004,Realme Narzo,57684.02,4,0.0,6328.92
12802,IN-2019-112802,23-12-2019,South,Furniture,Bookcases,Fur-Bo-10004,Bluewud Book Case,28794.11,3,0.0,4198.58
12803,IN-2022-112803,01-05-2022,South,Office Supplies,Envelopes,Off-En-10003,Oddy Window Envelope,404.69,5,0.0,106.45
12804,IN-2023-112804,20-12-2023,Central,Office Supplies,Storage,Off-St-10004,Solo Desktop Organizer,1686.34,2,0.0,357.4
12805,IN-2023-112805,05-12-2023,East,Furniture,Chairs,Fur-Ch-10003,Nilkamal Plastic Chair,4075.76,1,0.0,513.7
12806,IN-2021-112806,10-03-2021,South,Furniture,Chairs,Fur-Ch-10002,Featherlite Mesh Chair,4378.39,1,0.0,637.31
12807,IN-2019-112807,09-12-2019,West,Technology,Phones,Tec-Ph-10001,OnePlus Nord,68831.65,5,0.0,11432.24
12808,IN-2023-112808,03-09-2023,Central,Furniture,Furnishings,Fur-Fu-10003,Welspun Towel,2242.54,2,0.1,199.84
12809,IN-2023-112809,24-11-2023,West,Office Supplies,Envelopes,Off-En-10002,Kangaroo Paper Envelope,72.24,1,0.0,23.22
12810,IN-2020-112810,01-03-2020,West,Technology,Copiers,Tec-Co-10003,Epson EcoTank Printer,22453.51,2,0.0,4122.14
12811,IN-2023-112811,24-11-2023,Central,Furniture,Furnishings,Fur-Fu-10004,Raymond Cushions,2556.81,2,0.0,171.94
12812,IN-2020-112812,26-08-2020,South,Office Supplies,Paper,Off-Pa-10001,Century Star A4 Paper,363.42,2,0.2,67.47
12813,IN-2023-112813,01-06-2023,South,Furniture,Bookcases,Fur-Bo-10003,Supreme Storage Rack,17684.98,2,0.0,2176.84
12814,IN-2022-112814,07-06-2022,East,Furniture,Chairs,Fur-Ch-10003,Nilkamal Plastic Chair,18783.93,4,0.0,2426.46
12815,IN-2023-112815,31-10-2023,East,Technology,Phones,Tec-Ph-10001,OnePlus Nord,14656.22,1,0.0,3465.44
12816,IN-2022-112816,23-05-2022,East,Technology,Accessories,Tec-Ac-10004,Mi Power Bank 10000mAh,1520.19,2,0.0,322.04
12817,IN-2022-112817,21-02-2022,South,Office Supplies,Supplies,Off-Su-10003,Oddy Cutter,253.87,2,0.0,59.64
12818,IN-2023-112818,23-01-2023,Central,Furniture,Chairs,Fur-Ch-10001,Godrej Ergonomic Chair,4290.46,1,0.0,493.72
12819,IN-2021-112819,08-01-2021,Central,Office Supplies,Fasteners,Off-Fa-10004,Solo Rubber Bands,39.26,1,0.0,13.59
12820,IN-2021-112820,07-07-2021,South,Furniture,Chairs,Fur-Ch-10002,Featherlite Mesh Chair,4534.05,1,0.0,415.56
12821,IN-2019-112821,10-04-2019,East,Technology,Accessories,Tec-Ac-10002,Logitech Wireless Mouse,1156.66,2,0.3,-31.17
12822,IN-2022-112822,14-08-2022,East,Furniture,Bookcases,Fur-Bo-10001,Godrej Steel Almirah,11408.12,2,0.3,-1233.48
12823,IN-2021-112823,15-01-2021,Central,Technology,Phones,Tec-Ph-10002,Redmi Note 12,41584.45,3,0.0,8595.36
12824,IN-2023-112824,29-07-2023,East,Furniture,Tables,Fur-Ta-10002,Nilkamal Study Table,16629.49,3,0.2,-1129.33
12825,IN-2019-112825,22-08-2019,South,Technology,Accessories,Tec-Ac-10003,Zebronics Keyboard,2218.72,3,0.1,200.35
12826,IN-2019-112826,01-03-2019,West,Office Supplies,Envelopes,Off-En-10001,Solo Document Envelope,82.14,1,0.0,14.89
12827,IN-2020-112827,24-10-2020,South,Office Supplies,Art,Off-Ar-10002,Faber-Castell Crayons,444.44,5,0.1,54.57
12828,IN-2022-112828,08-11-2022,Central,Office Supplies,Binders,Off-Bi-10001,Solo Ring Binder,284.14,2,0.0,94.87
12829,IN-2021-112829,21-12-2021,South,Office Supplies,Storage,Off-St-10001,Godrej Plastic Drawer,834.27,1,0.0,265.53
12830,IN-2022-112830,26-12-2022,South,Office Supplies,Storage,Off-St-10003,Supreme Storage Box,2206.0,3,0.0,567.39
12831,IN-2022-112831,06-08-2022,East,Office Supplies,Appliances,Off-Ap-10001,Bajaj Electric Kettle,7186.8,3,0.0,2010.72
12832,IN-2022-112832,16-05-2022,East,Technology,Copiers,Tec-Co-10004,Brother Monochrome Printer,10220.78,1,0.1,1370.01
12833,IN-2019-112833,26-10-2019,Central,Furniture,Tables,Fur-Ta-10001,Godrej Executive Table,6999.79,1,0.0,476.81
12834,IN-2020-112834,08-09-2020,West,Technology,Copiers,Tec-Co-10002,HP Laserjet Printer,8960.87,1,0.2,-199.82
12835,IN-2022-112835,10-12-2022,Central,Furniture,Tables,Fur-Ta-10003,Supreme Computer Table,24603.34,3,0.0,1811.59
12836,IN-2022-112836,30-05-2022,Central,Office Supplies,Paper,Off-Pa-10003,BILT Copy Power Paper,948.8,4,0.1,215.3
12837,IN-2020-112837,29-06-2020,East,Furniture,Bookcases,Fur-Bo-10004,Bluewud Book Case,17862.37,2,0.0,2666.41
12838,IN-2023-112838,22-03-2023,West,Furniture,Bookcases,Fur-Bo-10001,Godrej Steel Almirah,7875.96,1,0.2,-559.97
12839,IN-2019-112839,24-04-2019,Central,Office Supplies,Supplies,Off-Su-10002,Kangaroo Paper Punch,370.77,3,0.0,116.15
12840,IN-2020-112840,20-02-2020,Central,Technology,Accessories,Tec-Ac-10002,Logitech Wireless Mouse,2305.22,3,0.0,481.8
12841,IN-2020-112841,03-06-2020,East,Office Supplies,Labels,Off-La-10003,Deluxe Barcode Labels,99.83,2,0.0,22.26
12842,IN-2020-112842,16-07-2020,West,Technology,Copiers,Tec-Co-10002,HP Laserjet Printer,11264.43,1,0.0,1931.34
12843,IN-2022-112843,28-06-2022,Central,Office Supplies,Supplies,Off-Su-10003,Oddy Cutter,198.22,2,0.2,6.33
